"PROGRAM","VERSION","DATE","TYPE","SOURCE","FAKETAD","TARGET","SYSTEM","ORIGIN","CREDIT","BANNER","BANNER1","ICON_ALT","DANGER","PUBLISHED","UNDUMPED","TITLE","DESC"
"TWL_EVA_IMPORT","UTL_USA_v1.0","_20091228","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0 and Mecasacax","NINTENDO DSi™","Demonstration","","high","","","TWL EVA IMPORT","DSi final firmware installer"
"TWL_EVA_IMPORT","UTL_USA_v1.1","_20100312","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0 and Mecasacax","NINTENDO DSi™","Demonstration","","high","","","TWL EVA IMPORT","DSi final firmware installer"
"TWL_EVA_MIC","v3.0","_20090817","srl","","","CARD","TWL (DSi)","- Foxconn","- March42, HudU, ufo, Normmatt, Rezrospect, for <a href='https://web.archive.org/web/20230324233451/https://illusion.64history.net/'>FOI</a><br>- j4m13c0","NINTENDO DSi™","Demonstration","","medium","TRUE","","TWL EVA MIC","DSi microphone tester"
"TWL_EVA_MIC","v3.0","_20090819","srl","","","CARD","TWL (DSi)","- Foxconn","- March42, HudU, ufo, Normmatt, Rezrospect, for <a href='https://web.archive.org/web/20230324233451/https://illusion.64history.net/'>FOI</a><br>- j4m13c0","NINTENDO DSi™","Demonstration","","medium","","","TWL EVA MIC","DSi microphone tester"
"TWL_EVA_NCHECK","ASI_v1.0","_20091204","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0","NINTENDO DSi™","Demonstration","","medium","TRUE","","TWL EVA NCHECK","DSi test verification"
"TWL_EVA_NCHECK","EUR_v1.0","_20090105","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0","NINTENDO DSi™","Demonstration","","medium","","","TWL EVA NCHECK","DSi test verification"
"TWL_EVA_NCHECK","EUR_v1.2","_20090914","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0","NINTENDO DSi™","Demonstration","","medium","","","TWL EVA NCHECK","DSi test verification"
"TWL_EVA_NCHECK","JPN_v1.6","_20090914","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0","NINTENDO DSi™","Demonstration","","medium","","","TWL EVA NCHECK","DSi test verification"
"TWL_EVA_NCHECK","KOR_v1.0","_20100223","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0","NINTENDO DSi™","Demonstration","","medium","","","TWL EVA NCHECK","DSi test verification"
"TWL_EVA_NCHECK","USA_v1.2","_20090824","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0","NINTENDO DSi™","Demonstration","","medium","","","TWL EVA NCHECK","DSi test verification"
"TWL_EVA_NCHECK","USA_v1.3","_20090914","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0","NINTENDO DSi™","Demonstration","","medium","","","TWL EVA NCHECK","DSi test verification"
"TWL_EVA_NCHECK","UTL_USA_v1.0","_20091102","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0","NINTENDO DSi™","Demonstration","","medium","","","TWL EVA NCHECK","DSi test verification"
"TWL_EVA_PCHECK","","","","","","CARD","TWL (DSi)","- Foxconn","Undumped","NINTENDO DSi™","Demonstration","","medium","TRUE","TRUE","TWL EVA PCHECK","DSi test verification"
"TWL_EVA_PREPARE","","","","","","CARD","TWL (DSi)","- Foxconn","Undumped","NINTENDO DSi™","Demonstration","","high","TRUE","TRUE","TWL EVA PREPARE","DSi HWInfo writer"
"TWL_EVA_PREWRITE","","","","","","CARD","TWL (DSi)","- Foxconn","Undumped","NINTENDO DSi™","Demonstration","","high","TRUE","TRUE","TWL EVA PREWRITE","DSi HWInfo writer"
"TWL_EVA_PRE_IMPORT","v1.3","_20091210","srl","","","CARD","TWL (DSi)","- Foxconn","Anonymous","NINTENDO DSi™","Demonstration","","high","TRUE","","TWL EVA PRE_IMPORT","DSi factory firmware installer"
"TWL_EVA_SELFTEST","v0.7","_20091202","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0","NINTENDO DSi™","Demonstration","","medium","TRUE","","TWL EVA SELFTEST","DSi factory test"
"TWL_EVA_TP_CAL","v2.0","_20080912","srl","","","CARD","TWL (DSi)","- Foxconn","j4m13c0","NINTENDO DSi™","Demonstration","","medium","TRUE","","TWL EVA TP_CAL","DSi touch screen tests"
"TWL_EVA_WRITE_SDMC-LNC","v1.0","_20081120","srl","","","CARD","TWL (DSi)","- Foxconn","March42","NINTENDO DSi™","Demonstration","","high","TRUE","","TWL EVA WRITE_SDMC-LNC","Unknown"
"TWL_EVA_WRITE_SDMC-LNC","v1.1","_20091026","srl","","","CARD","TWL (DSi)","- Foxconn","March42","NINTENDO DSi™","Demonstration","","high","","","TWL EVA WRITE_SDMC-LNC","Unknown"
"TWLCaptureSystemWriter","","","","https://github.com/rvtr/TwlIPL/tree/trunk/build/systemMenu_tools/TWLCaptureSystemWriter","","CARD","TWL (DSi)","- Gigaleaks (TwlIPL)","N/A","TWLCapture System Writer","","","","TRUE","TRUE","TWLCaptureSystem Writer","TWL-CAPTURE updater"
"TWLBoardChecker","v3.0","_20100204","srl","","","CARD","NTR (DS)","- Foxconn","j4m13c0, and XX_750000 for <a href='https://web.archive.org/web/20230324233451/https://illusion.64history.net/'>FOI</a>","NINTENDO DS™","Demonstration","","","TRUE","","TWL CPU Board Sequencer","DSi hardware tester"
"TWLManualViewerSD","v090703","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TwlManualTools)","N/A","TWL-ManualViewerSD","","","","","","TWL ManualViewerSD","DSiWare manual viewer"
"TWLManualViewerSD","v090703","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TwlManualTools)","N/A","TWL-ManualViewerSD","","","","","","TWL ManualViewerSD","DSiWare manual viewer"
"TWLManualViewerSD","v090818","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TwlManualTools)","N/A","TWL-ManualViewerSD","","","","","","TWL ManualViewerSD","DSiWare manual viewer"
"TWLManualViewerSD","v090818","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TwlManualTools)","N/A","TWL-ManualViewerSD","","","","","","TWL ManualViewerSD","DSiWare manual viewer"
"TwlNmenu","v9297","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","TRUE","","TwlNmenu","NAND title manager"
"TwlNmenu","v9297","","tad","","TRUE","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v9826","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v9826","","tad","","TRUE","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v10126","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v10126","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v10616","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v10616","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v10769","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v10769","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v10772","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v10772","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v10984","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v10984","","tad","","TRUE","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11003","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11003","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11015","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11015","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11132","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11132","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11190","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11190","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11237","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11237","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11270","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11270","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11288","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11288","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11323","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11323","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11364","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11364","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11414","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11414","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11437","","srl","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlNmenu","v11437","","tad","","","NAND","TWL (DSi)","- Nintendo Developer Portal (TWL SDK)","N/A","TwlNmenu","","","","","","TwlNmenu","NAND title manager"
"TwlSystemUpdater","v1.0c","_20081118","srl","https://github.com/rvtr/TwlIPL/tree/trunk/build/systemMenu_tools/SystemUpdaterRegionSelect","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","TRUE","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2_forCKdev","_20090417","srl","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2_forCKdev","","srl","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2_forCKdev","","tad","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2","_20090428","srl","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2","_20090428","tad","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2","_20090430","srl","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2","_20090430","tad","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2","_20090514","srl","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2","_20090514","tad","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2","_20090611","srl","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2","_20090611","tad","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2","_20090710","srl","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.2","_20090710","tad","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.3a","_20090630","srl","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.4","_20090817","srl","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"TwlSystemUpdater","v1.4a","_20100415","srl","","","CARD","TWL (DSi)","- Nintendo Developer Portal<br>- Gigaleaks (sd.rar)","March42","System Updater","","","high","","","Twl SystemUpdater","Devkit firmware updater"
"ufo","v0","_20050225","srl","","","CARD","NTR (DS)","- Nintendo Developer Portal (ufo)","N/A","NINTENDO DS™","Demonstration","","","","","ufo",""
"ufo","v0","_20060828","srl","","","CARD","NTR (DS)","- Nintendo Developer Portal (ufo)","N/A","NINTENDO DS™","Demonstration","","","","","ufo",""
"USGRFTest","v1.2","_20060125","srl","","","CARD","NTR (DS)","- Unknown","N/A","NINTENDO DS™","WMtest","","","","","USG Wireless Test","Wireless testing"
"WiFiIcon","v0","","srl","https://github.com/rvtr/TwlIPL/tree/trunk/build/debugsoft/WifiIcon","","NAND","TWL (DSi)","- Gigaleaks (TwlIPL)","N/A","WiFi Icon","","","","TRUE","","WiFi Icon","Launcher WiFi icon demo"
"WiFiIcon","v0","","tad","","","NAND","TWL (DSi)","- Gigaleaks (TwlIPL)","N/A","WiFi Icon","","","","","","WiFi Icon","Launcher WiFi icon demo"
"wlanfirm","v1.0","","srl","","","NAND","TWL (DSi)","- Gigaleaks (TwlIPL)","N/A","","","","","","","WiFi Firmware","WiFi firmware datafile"
"wlanfirm","v1.0","","tad","","","NAND","TWL (DSi)","- Gigaleaks (TwlIPL)","N/A","","","","","","","WiFi Firmware","WiFi firmware datafile"
"WMTestTool","v0","_20041101","srl","","","CARD","NTR (DS)","- Nintendo Developer Portal (Nitro, TWL, and CTR SDKs)","N/A","NINTENDO DS™","WMtest","","","","","WM test","WiFi module tester"
"WMTestTool","v0","_20051102","srl","","","CARD","NTR (DS)","- Nintendo Developer Portal (TWL SDK)","N/A","NINTENDO DS™","WMtest","","","","","WM test","WiFi module tester"
"WMTestTool","v0","_20090115","srl","","","CARD","NTR (DS)","- Nintendo Developer Portal (TWL SDK)","N/A","NINTENDO DS™","WMtest","","","","","WM test","WiFi module tester"
"WMTestTool","v0","_20110330","srl","","","CARD","NTR (DS)","- Nintendo Developer Portal (TWL SDK)","N/A","NINTENDO DS™","WMtest","","","","","WM test","WiFi module tester"
"WRFUTester","v0.60","_20080821","srl","","","CARD","TWL (DSi)","- Foxconn","N/A","NINTENDO DSi™","Demonstration","","","TRUE","","WRFU Tester","DSi wireless testing"
"WRFUTester","v2.01","_20090518","srl","","","CARD","TWL (DSi)","- Foxconn","N/A","NINTENDO DSi™","Demonstration","","","","","WRFU Tester","DSi wireless testing"
"WRFUTester","v3.01","_20100617","srl","","","CARD","TWL (DSi)","- Foxconn","N/A","NINTENDO DSi™","Demonstration","","","","","WRFU Tester","DSi wireless testing"
"test_entry","v1.2.3","_20240313","tad","","true","NAND","TWL (DSi)","- Foxconn","Lillian","Demonstration","Nintendo","","high","","TRUE","Test Entry","A test of the CSV"
"","","","","","","","","","","","","","","","","",""
